MemberID,ChineseName,EnglishName,Email,Gender,Birth,Education,MaritalStatus,StartDate,Age,AgeRange
323,黃百琴,Jesse,jesse323@gmail.com,女性,1949-3-12 12:00:00,五專,M,2008-11-16 12:00:00,64,60歲以上
324,倪美君,Zayden,zayden324@gmail.com,女性,1947-2-10 12:00:00,五專,M,2008-11-7 12:00:00,66,60歲以上
325,林俊賓,Blake,blake325@gmail.com,女性,1933-10-1 12:00:00,五專,M,2008-7-8 12:00:00,79,60歲以上
332,李齊春,Alejandro,alejandro332@gmail.com,女性,1939-6-18 12:00:00,五專,M,2008-10-27 12:00:00,73,60歲以上
333,黃錦華,Dawson,dawson333@gmail.com,女性,1949-4-9 12:00:00,五專,M,2008-12-1 12:00:00,64,60歲以上
334,洪淑芳,Tristan,tristan334@gmail.com,女性,1950-3-5 12:00:00,五專,M,2008-11-14 12:00:00,63,60歲以上
340,李建志,Victor,victor340@gmail.com,女性,1948-6-19 12:00:00,五專,M,2008-9-5 12:00:00,64,60歲以上
344,王善和,Avery,avery344@gmail.com,女性,1949-3-5 12:00:00,五專,M,2008-4-21 12:00:00,64,60歲以上
350,陳碧火,Joel,joel350@gmail.com,女性,1944-6-20 12:00:00,五專,M,2008-7-3 12:00:00,68,60歲以上
351,林怡靜,Grant,grant351@gmail.com,女性,1944-6-5 12:00:00,五專,M,2007-9-7 12:00:00,68,60歲以上
367,余宜以,Eric,eric367@gmail.com,女性,1940-9-21 12:00:00,五專,M,2008-11-19 12:00:00,72,60歲以上
368,黃淑慧,Patrick,patrick368@gmail.com,女性,1936-8-10 12:00:00,五專,M,2006-8-24 12:00:00,76,60歲以上
374,朱怡君,Peter,peter374@gmail.com,女性,1934-9-27 12:00:00,五專,M,2008-5-20 12:00:00,78,60歲以上
379,李家偉,Richard,richard379@gmail.com,女性,1941-3-19 12:00:00,五專,M,2008-11-7 12:00:00,72,60歲以上
380,黎怡萱,Edward,edward380@gmail.com,女性,1943-5-14 12:00:00,五專,M,2008-6-5 12:00:00,69,60歲以上
381,潘家榮,Andres,andres381@gmail.com,女性,1949-7-2 12:00:00,五專,M,2008-3-9 12:00:00,63,60歲以上
382,沈信宏,Emilio,emilio382@gmail.com,女性,1942-10-16 12:00:00,五專,M,2008-9-16 12:00:00,70,60歲以上
383,黃欣儀,Colt,colt383@gmail.com,女性,1944-10-14 12:00:00,五專,M,2008-3-29 12:00:00,68,60歲以上
384,金嘉玲,Knox,knox384@gmail.com,女性,1949-3-30 12:00:00,五專,M,2008-4-4 12:00:00,64,60歲以上
385,梁仁娟,Beckham,beckham385@gmail.com,女性,1948-1-1 12:00:00,五專,M,2006-12-3 12:00:00,65,60歲以上
390,謝志宏,Adonis,adonis390@gmail.com,女性,1947-11-19 12:00:00,五專,M,2008-10-7 12:00:00,65,60歲以上
392,陳乃啟,Kyrie,kyrie392@gmail.com,女性,1934-9-23 12:00:00,五專,M,2008-1-21 12:00:00,78,60歲以上
394,王夙念,Matias,matias394@gmail.com,女性,1938-1-28 12:00:00,五專,M,2007-1-17 12:00:00,75,60歲以上
395,吳淑芬,Oscar,oscar395@gmail.com,女性,1944-9-26 12:00:00,五專,M,2007-3-4 12:00:00,68,60歲以上
409,賴郁婷,Lukas,lukas409@gmail.com,女性,1929-7-29 12:00:00,五專,M,2008-5-12 12:00:00,83,60歲以上
410,皇甫春嬌,Marcus,marcus410@gmail.com,女性,1930-7-24 12:00:00,五專,M,2008-11-25 12:00:00,82,60歲以上
411,李鈺婷,Hayes,hayes411@gmail.com,女性,1947-8-22 12:00:00,五專,M,2008-5-1 12:00:00,65,60歲以上
424,黎文雄,Caden,caden424@gmail.com,女性,1947-12-21 12:00:00,五專,M,2008-5-4 12:00:00,65,60歲以上
427,魏君豪,Remington,remington427@gmail.com,女性,1948-4-4 12:00:00,五專,M,2008-3-4 12:00:00,65,60歲以上
428,黃怡婷,Griffin,griffin428@gmail.com,女性,1946-8-8 12:00:00,五專,M,2008-2-28 12:00:00,66,60歲以上
445,李建安,Nash,nash445@gmail.com,女性,1938-7-31 12:00:00,五專,M,2008-5-10 12:00:00,74,60歲以上
469,林欣穎,Israel,israel469@gmail.com,女性,1942-9-2 12:00:00,五專,M,2008-1-28 12:00:00,70,60歲以上
473,張秀珍,Steven,steven473@gmail.com,女性,1949-8-18 12:00:00,五專,M,2008-2-22 12:00:00,63,60歲以上
474,黃智群,Holden,holden474@gmail.com,女性,1949-9-13 12:00:00,五專,M,2008-8-13 12:00:00,63,60歲以上
480,游淑婷,Rafael,rafael480@gmail.com,女性,1924-4-3 12:00:00,五專,M,2008-4-2 12:00:00,89,60歲以上
487,楊書帆,Zane,zane487@gmail.com,女性,1942-1-15 12:00:00,五專,M,2008-7-16 12:00:00,71,60歲以上
491,羅佳琪,Jeremy,jeremy491@gmail.com,女性,1934-8-7 12:00:00,五專,M,2009-1-2 12:00:00,78,60歲以上
492,黃皓淑,Kash,kash492@gmail.com,女性,1937-8-28 12:00:00,五專,M,2008-1-26 12:00:00,75,60歲以上
493,洪佩君,Preston,preston493@gmail.com,女性,1938-4-14 12:00:00,五專,M,2008-9-2 12:00:00,75,60歲以上
494,阮韻如,Kyler,kyler494@gmail.com,女性,1939-6-1 12:00:00,五專,M,2008-2-4 12:00:00,73,60歲以上
495,吳雅雯,Jax,jax495@gmail.com,女性,1912-12-1 12:00:00,五專,M,2008-6-19 12:00:00,100,60歲以上
496,李佳雯,Jett,jett496@gmail.com,女性,1913-10-11 12:00:00,五專,M,2008-11-8 12:00:00,99,60歲以上
497,王宗翰,Kaleb,kaleb497@gmail.com,女性,1914-10-15 12:00:00,五專,M,2008-9-2 12:00:00,98,60歲以上
498,牛佳琪,Riley,riley498@gmail.com,女性,1920-3-17 12:00:00,五專,M,2008-11-26 12:00:00,93,60歲以上
499,陳惠君,Simon,simon499@gmail.com,女性,1922-3-9 12:00:00,五專,M,2008-11-26 12:00:00,91,60歲以上
500,幸雅萍,Phoenix,phoenix500@gmail.com,女性,1923-7-28 12:00:00,五專,M,2008-12-23 12:00:00,89,60歲以上
501,陳玉維,Javier,javier501@gmail.com,女性,1923-2-10 12:00:00,五專,M,2007-7-7 12:00:00,90,60歲以上
502,賴陽木,Bryce,bryce502@gmail.com,女性,1923-5-30 12:00:00,五專,M,2008-8-30 12:00:00,89,60歲以上
503,潘郁婷,Louis,louis503@gmail.com,女性,1922-8-7 12:00:00,五專,M,2008-12-26 12:00:00,90,60歲以上
504,胡怡婷,Mark,mark504@gmail.com,女性,1924-8-6 12:00:00,五專,M,2009-1-3 12:00:00,88,60歲以上
505,周惠雯,Cash,cash505@gmail.com,女性,1933-7-3 12:00:00,五專,M,2009-2-12 12:00:00,79,60歲以上
506,陳劭君,Lennox,lennox506@gmail.com,女性,1926-11-6 12:00:00,五專,M,2008-5-20 12:00:00,86,60歲以上
507,賴啟火,Paxton,paxton507@gmail.com,女性,1927-4-10 12:00:00,五專,M,2009-3-7 12:00:00,86,60歲以上
508,駱興一,Malakai,malakai508@gmail.com,女性,1926-11-13 12:00:00,五專,M,2008-7-30 12:00:00,86,60歲以上
509,晏國隆,Paul,paul509@gmail.com,女性,1928-5-14 12:00:00,五專,M,2008-5-24 12:00:00,84,60歲以上
510,黃惠真,Kenneth,kenneth510@gmail.com,女性,1919-3-31 12:00:00,五專,M,2009-1-21 12:00:00,94,60歲以上
511,張怡萱,Nico,nico511@gmail.com,女性,1941-6-28 12:00:00,五專,M,2008-3-27 12:00:00,71,60歲以上
515,黎俊宏,Kaden,kaden515@gmail.com,女性,1939-9-10 12:00:00,五專,M,2008-2-6 12:00:00,73,60歲以上
516,侯希其,Lane,lane516@gmail.com,女性,1948-8-3 12:00:00,五專,M,2008-2-29 12:00:00,64,60歲以上
517,謝靜怡,Kairo,kairo517@gmail.com,女性,1948-9-28 12:00:00,五專,M,2008-8-30 12:00:00,64,60歲以上
518,吳宗憲,Maximus,maximus518@gmail.com,女性,1949-5-7 12:00:00,五專,M,2008-5-25 12:00:00,63,60歲以上
519,陳志宏,Omar,omar519@gmail.com,女性,1943-5-5 12:00:00,五專,M,2008-7-21 12:00:00,69,60歲以上
520,葉怡慧,Finley,finley520@gmail.com,女性,1944-8-29 12:00:00,五專,M,2008-4-4 12:00:00,68,60歲以上
524,王慧玲,Atticus,atticus524@gmail.com,女性,1942-1-10 12:00:00,五專,M,2006-10-28 12:00:00,71,60歲以上
525,連世建,Crew,crew525@gmail.com,女性,1941-4-15 12:00:00,五專,M,2006-10-8 12:00:00,72,60歲以上
526,唐紫歡,Brantley,brantley526@gmail.com,女性,1949-4-23 12:00:00,五專,M,2006-12-4 12:00:00,63,60歲以上
529,詹亦嘉,Colin,colin529@gmail.com,女性,1943-1-12 12:00:00,五專,M,2008-3-3 12:00:00,70,60歲以上
537,郭綺中,Dallas,dallas537@gmail.com,女性,1930-11-28 12:00:00,五專,M,2008-12-26 12:00:00,82,60歲以上
539,金建文,Walter,walter539@gmail.com,女性,1949-4-21 12:00:00,五專,M,2008-11-8 12:00:00,63,60歲以上
543,陳千慧,Brady,brady543@gmail.com,女性,1950-2-6 12:00:00,五專,M,2008-8-25 12:00:00,63,60歲以上
544,張宜芳,Callum,callum544@gmail.com,女性,1943-5-20 12:00:00,五專,M,2008-8-4 12:00:00,69,60歲以上
550,黃宜芳,Ronan,ronan550@gmail.com,女性,1931-11-9 12:00:00,五專,M,2008-9-20 12:00:00,81,60歲以上
553,游財睿,Hendrix,hendrix553@gmail.com,女性,1945-11-4 12:00:00,五專,M,2008-8-4 12:00:00,67,60歲以上
561,戈建明,Jorge,jorge561@gmail.com,女性,1948-3-8 12:00:00,五專,M,2008-8-29 12:00:00,65,60歲以上
562,賴宜新,Tobias,tobias562@gmail.com,女性,1947-11-23 12:00:00,五專,M,2007-1-15 12:00:00,65,60歲以上
568,劉玉真,Clayton,clayton568@gmail.com,女性,1935-9-27 12:00:00,五專,M,2008-2-28 12:00:00,77,60歲以上
570,沈婷婷,Emerson,emerson570@gmail.com,女性,1944-8-8 12:00:00,五專,M,2008-7-30 12:00:00,68,60歲以上
575,洪宜珊,Damien,damien575@gmail.com,女性,1937-8-29 12:00:00,五專,M,2007-12-26 12:00:00,75,60歲以上
576,林雅婷,Zayn,zayn576@gmail.com,女性,1940-8-3 12:00:00,五專,M,2007-12-29 12:00:00,72,60歲以上
577,林怡伶,Malcolm,malcolm577@gmail.com,女性,1940-12-29 12:00:00,五專,M,2008-8-23 12:00:00,72,60歲以上
579,黃娟育,Kayson,kayson579@gmail.com,女性,1945-1-15 12:00:00,五專,M,2008-8-13 12:00:00,68,60歲以上
580,黃華順,Bodhi,bodhi580@gmail.com,女性,1945-9-30 12:00:00,五專,M,2008-10-19 12:00:00,67,60歲以上
584,曹娟永,Bryan,bryan584@gmail.com,女性,1950-1-8 12:00:00,五專,M,2008-1-22 12:00:00,63,60歲以上
594,張書月,Aidan,aidan594@gmail.com,女性,1943-1-6 12:00:00,五專,M,2008-6-23 12:00:00,70,60歲以上
595,藍佩珊,Cohen,cohen595@gmail.com,女性,1948-11-16 12:00:00,五專,M,2008-10-29 12:00:00,64,60歲以上
600,吳雅茹,Brian,brian600@gmail.com,女性,1945-7-17 12:00:00,五專,M,2008-10-6 12:00:00,67,60歲以上
604,劉欣宜,Cayden,cayden604@gmail.com,女性,1941-4-10 12:00:00,五專,M,2008-8-18 12:00:00,72,60歲以上
606,張興佩,Andre,andre606@gmail.com,女性,1943-4-19 12:00:00,五專,M,2008-5-4 12:00:00,70,60歲以上
611,李佳穎,Niko,niko611@gmail.com,女性,1941-4-18 12:00:00,五專,M,2008-1-8 12:00:00,72,60歲以上
612,陳文玲,Maximiliano,maximiliano612@gmail.com,女性,1934-3-30 12:00:00,五專,M,2008-11-17 12:00:00,79,60歲以上
616,彭筱以,Zander,zander616@gmail.com,女性,1929-10-2 12:00:00,五專,M,2008-1-22 12:00:00,83,60歲以上
617,陳詩鴻,Khalil,khalil617@gmail.com,女性,1933-5-4 12:00:00,五專,M,2008-4-17 12:00:00,79,60歲以上
619,白右綺,Rory,rory619@gmail.com,女性,1943-9-27 12:00:00,五專,M,2007-3-18 12:00:00,69,60歲以上
634,黃怡潔,Francisco,francisco634@gmail.com,女性,1929-8-9 12:00:00,五專,M,2008-8-25 12:00:00,83,60歲以上
646,林曉君,Cruz,cruz646@gmail.com,女性,1938-3-19 12:00:00,五專,M,2008-3-11 12:00:00,75,60歲以上
647,許琳奇,Kobe,kobe647@gmail.com,女性,1942-9-8 12:00:00,五專,M,2008-9-2 12:00:00,70,60歲以上
649,張玉玲,Reid,reid649@gmail.com,女性,1945-10-11 12:00:00,五專,M,2008-3-26 12:00:00,67,60歲以上
652,唐君皓,Daxton,daxton652@gmail.com,女性,1939-9-2 12:00:00,五專,M,2008-11-26 12:00:00,73,60歲以上
662,蔡佳靜,Derek,derek662@gmail.com,女性,1940-10-28 12:00:00,五專,M,2008-7-13 12:00:00,72,60歲以上
664,張行心,Martin,martin664@gmail.com,女性,1949-12-30 12:00:00,五專,M,2008-11-24 12:00:00,63,60歲以上
666,許婉婷,Jensen,jensen666@gmail.com,女性,1934-1-6 12:00:00,五專,M,2008-10-16 12:00:00,79,60歲以上
667,鄭怡君,Karson,karson667@gmail.com,女性,1943-2-4 12:00:00,五專,M,2008-2-27 12:00:00,70,60歲以上
678,王惠如,Tate,tate678@gmail.com,女性,1948-11-17 12:00:00,五專,M,2008-10-1 12:00:00,64,60歲以上
679,張啟榮,Muhammad,muhammad679@gmail.com,女性,1945-11-12 12:00:00,五專,M,2007-6-26 12:00:00,67,60歲以上
689,林佩蓉,Jaden,jaden689@gmail.com,女性,1933-1-6 12:00:00,五專,M,2008-8-3 12:00:00,80,60歲以上
691,郭舜定,Joaquin,joaquin691@gmail.com,女性,1949-11-9 12:00:00,五專,M,2008-11-22 12:00:00,63,60歲以上
692,黃盈君,Josue,josue692@gmail.com,女性,1935-10-6 12:00:00,五專,M,2008-1-16 12:00:00,77,60歲以上
693,方鎮琳,Gideon,gideon693@gmail.com,女性,1943-7-23 12:00:00,五專,M,2008-6-8 12:00:00,69,60歲以上
694,連巧盈,Dante,dante694@gmail.com,女性,1943-12-18 12:00:00,五專,M,2008-9-21 12:00:00,69,60歲以上
716,張惠雯,Cody,cody716@gmail.com,女性,1945-2-28 12:00:00,五專,M,2008-4-28 12:00:00,68,60歲以上
718,鄭妙皓,Bradley,bradley718@gmail.com,女性,1938-10-30 12:00:00,五專,M,2008-4-27 12:00:00,74,60歲以上
719,何宜芳,Orion,orion719@gmail.com,女性,1947-9-1 12:00:00,五專,M,2007-9-19 12:00:00,65,60歲以上
720,黃倫安,Spencer,spencer720@gmail.com,女性,1947-12-3 12:00:00,五專,M,2008-5-20 12:00:00,65,60歲以上
721,彭宗翰,Angelo,angelo721@gmail.com,女性,1948-12-16 12:00:00,五專,M,2007-9-25 12:00:00,64,60歲以上
722,謝志銘,Erick,erick722@gmail.com,女性,1949-4-18 12:00:00,五專,M,2007-9-20 12:00:00,64,60歲以上
738,許志宏,Jaylen,jaylen738@gmail.com,女性,1946-12-10 12:00:00,五專,M,2008-11-27 12:00:00,66,60歲以上
739,李雅雯,Julius,julius739@gmail.com,女性,1946-7-14 12:00:00,五專,M,2008-7-16 12:00:00,66,60歲以上
741,鄭雅慧,Manuel,manuel741@gmail.com,女性,1944-10-23 12:00:00,五專,M,2008-3-21 12:00:00,68,60歲以上
742,周佳雯,Ellis,ellis742@gmail.com,女性,1943-3-14 12:00:00,五專,M,2008-4-7 12:00:00,70,60歲以上
744,林良哲,Colson,colson744@gmail.com,女性,1944-7-4 12:00:00,五專,M,2008-10-22 12:00:00,68,60歲以上
752,楊麗玲,Cairo,cairo752@gmail.com,女性,1940-11-27 12:00:00,五專,M,2008-8-12 12:00:00,72,60歲以上
753,姚欣怡,Gunner,gunner753@gmail.com,女性,1931-8-5 12:00:00,五專,M,2008-5-3 12:00:00,81,60歲以上
754,張百倫,Wade,wade754@gmail.com,女性,1939-3-4 12:00:00,五專,M,2008-5-18 12:00:00,74,60歲以上
755,劉佳玲,Chance,chance755@gmail.com,女性,1950-2-21 12:00:00,五專,M,2008-1-30 12:00:00,63,60歲以上
756,路宗憲,Odin,odin756@gmail.com,女性,1950-1-16 12:00:00,五專,M,2008-10-5 12:00:00,63,60歲以上
771,劉中枝,Anderson,anderson771@gmail.com,女性,1930-6-9 12:00:00,五專,M,2008-4-6 12:00:00,82,60歲以上
772,吳英義,Kane,kane772@gmail.com,女性,1945-8-13 12:00:00,五專,M,2008-9-25 12:00:00,67,60歲以上
785,戴欣宜,Raymond,raymond785@gmail.com,女性,1930-2-12 12:00:00,五專,M,2008-7-19 12:00:00,83,60歲以上
796,呂裕秋,Cristian,cristian796@gmail.com,女性,1933-9-4 12:00:00,五專,M,2008-4-5 12:00:00,79,60歲以上
798,劉佳慧,Aziel,aziel798@gmail.com,女性,1939-1-19 12:00:00,五專,M,2008-12-19 12:00:00,74,60歲以上
814,黃韻如,Prince,prince814@gmail.com,女性,1945-12-11 12:00:00,五專,M,2006-12-19 12:00:00,67,60歲以上
823,鄧曉芳,Ezequiel,ezequiel823@gmail.com,女性,1937-12-6 12:00:00,五專,M,2007-4-1 12:00:00,75,60歲以上
835,楊佳穎,Jake,jake835@gmail.com,女性,1949-12-1 12:00:00,五專,M,2008-9-4 12:00:00,63,60歲以上
836,朱欣怡,Otto,otto836@gmail.com,女性,1942-7-15 12:00:00,五專,M,2007-4-22 12:00:00,70,60歲以上
839,尤善綠,Eduardo,eduardo839@gmail.com,女性,1947-10-26 12:00:00,五專,M,2007-4-12 12:00:00,65,60歲以上
861,許俊彬,Rylan,rylan861@gmail.com,女性,1934-12-8 12:00:00,五專,M,2007-10-1 12:00:00,78,60歲以上
883,施思宜,Ali,ali883@gmail.com,女性,1945-12-16 12:00:00,五專,M,2008-12-1 12:00:00,67,60歲以上
885,吳明哲,Cade,cade885@gmail.com,女性,1948-8-14 12:00:00,五專,M,2007-11-24 12:00:00,64,60歲以上
887,林介琪,Stephen,stephen887@gmail.com,女性,1946-7-30 12:00:00,五專,M,2008-6-16 12:00:00,66,60歲以上
896,黃佳蓉,Ari,ari896@gmail.com,女性,1949-7-12 12:00:00,五專,M,2008-8-26 12:00:00,63,60歲以上
897,林百弘,Kameron,kameron897@gmail.com,女性,1946-11-17 12:00:00,五專,M,2008-7-25 12:00:00,66,60歲以上
910,蔡郁婷,Dakota,dakota910@gmail.com,女性,1939-2-1 12:00:00,五專,M,2008-10-6 12:00:00,74,60歲以上
911,沈英文,Warren,warren911@gmail.com,女性,1939-7-11 12:00:00,五專,M,2008-1-31 12:00:00,73,60歲以上
912,謝佳慧,Ricardo,ricardo912@gmail.com,女性,1945-4-28 12:00:00,五專,M,2008-10-3 12:00:00,67,60歲以上
915,李佩樺,Killian,killian915@gmail.com,女性,1946-2-21 12:00:00,五專,M,2008-1-27 12:00:00,67,60歲以上
920,施曉芳,Mario,mario920@gmail.com,女性,1943-7-21 12:00:00,五專,M,2008-11-7 12:00:00,69,60歲以上
923,吳瑤靖,Romeo,romeo923@gmail.com,女性,1947-3-24 12:00:00,五專,M,2006-11-25 12:00:00,66,60歲以上
954,孫世亦,Cyrus,cyrus954@gmail.com,女性,1937-8-9 12:00:00,五專,M,2008-8-28 12:00:00,75,60歲以上
955,翁雅如,Ismael,ismael955@gmail.com,女性,1941-3-8 12:00:00,五專,M,2006-10-22 12:00:00,72,60歲以上
956,陳雅婷,Russell,russell956@gmail.com,女性,1943-4-5 12:00:00,五專,M,2008-10-10 12:00:00,70,60歲以上
957,高淑芬,Tyson,tyson957@gmail.com,女性,1944-11-3 12:00:00,五專,M,2008-5-18 12:00:00,68,60歲以上
962,張淑芬,Edwin,edwin962@gmail.com,女性,1933-1-1 12:00:00,五專,M,2008-5-16 12:00:00,80,60歲以上
965,方宛琴,Desmond,desmond965@gmail.com,女性,1949-10-3 12:00:00,五專,M,2008-12-22 12:00:00,63,60歲以上
966,溫麗華,Nasir,nasir966@gmail.com,女性,1942-11-1 12:00:00,五專,M,2008-6-17 12:00:00,70,60歲以上
967,林堯松,Remy,remy967@gmail.com,女性,1942-10-6 12:00:00,五專,M,2007-5-23 12:00:00,70,60歲以上
969,皮佩君,Tanner,tanner969@gmail.com,女性,1943-1-5 12:00:00,五專,M,2006-5-18 12:00:00,70,60歲以上
978,張怡靜,Fernando,fernando978@gmail.com,女性,1943-5-8 12:00:00,五專,M,2008-2-17 12:00:00,69,60歲以上
979,謝欣琪,Hector,hector979@gmail.com,女性,1943-11-28 12:00:00,五專,M,2008-9-9 12:00:00,69,60歲以上
983,鄭俊彥,Titus,titus983@gmail.com,女性,1943-11-1 12:00:00,五專,M,2007-10-2 12:00:00,69,60歲以上
984,黃雅君,Lawson,lawson984@gmail.com,女性,1942-8-12 12:00:00,五專,M,2008-3-21 12:00:00,70,60歲以上
985,毛佩君,Sean,sean985@gmail.com,女性,1941-5-30 12:00:00,五專,M,2008-4-16 12:00:00,71,60歲以上
987,高志銘,Kyle,kyle987@gmail.com,女性,1935-6-11 12:00:00,五專,M,2006-11-12 12:00:00,77,60歲以上
1007,陳慧玲,Elian,elian1007@gmail.com,女性,1938-11-5 12:00:00,五專,S,2008-6-6 12:00:00,74,60歲以上
1012,馮政裕,Corbin,corbin1012@gmail.com,女性,1939-1-18 12:00:00,五專,S,2008-6-20 12:00:00,74,60歲以上
1013,賴火靖,Bowen,bowen1013@gmail.com,女性,1943-3-17 12:00:00,五專,S,2008-8-12 12:00:00,70,60歲以上
1014,朱劭枝,Wilder,wilder1014@gmail.com,女性,1937-10-20 12:00:00,五專,S,2007-1-23 12:00:00,75,60歲以上
1015,陳美芳,Armani,armani1015@gmail.com,女性,1950-4-17 12:00:00,五專,S,2008-7-11 12:00:00,63,60歲以上
1023,李秀蓮,Royal,royal1023@gmail.com,女性,1943-7-9 12:00:00,五專,S,2006-1-22 12:00:00,69,60歲以上
1058,劉怡萱,Stetson,stetson1058@gmail.com,女性,1946-1-31 12:00:00,五專,S,2006-7-13 12:00:00,67,60歲以上
1059,黎敬富,Briggs,briggs1059@gmail.com,女性,1948-2-10 12:00:00,五專,S,2008-10-29 12:00:00,65,60歲以上
1067,簡佩日,Sullivan,sullivan1067@gmail.com,女性,1942-9-12 12:00:00,五專,S,2008-6-21 12:00:00,70,60歲以上
1068,楊依婷,Leonel,leonel1068@gmail.com,女性,1942-8-19 12:00:00,五專,S,2008-12-30 12:00:00,70,60歲以上
1109,吳佩樺,Callan,callan1109@gmail.com,女性,1947-7-26 12:00:00,五專,S,2008-6-29 12:00:00,65,60歲以上
1118,林建龍,Finnegan,finnegan1118@gmail.com,女性,1944-1-20 12:00:00,五專,S,2008-1-15 12:00:00,69,60歲以上
1119,藍馨儀,Jay,jay1119@gmail.com,女性,1949-4-16 12:00:00,五專,S,2007-3-16 12:00:00,64,60歲以上
1120,邱俊男,Zayne,zayne1120@gmail.com,女性,1927-10-13 12:00:00,五專,S,2008-12-29 12:00:00,85,60歲以上
1124,陳介娟,Marshall,marshall1124@gmail.com,女性,1948-2-15 12:00:00,五專,S,2007-10-7 12:00:00,65,60歲以上
1125,吳寶貴,Kade,kade1125@gmail.com,女性,1941-9-4 12:00:00,五專,S,2007-6-13 12:00:00,71,60歲以上
1133,陳松日,Travis,travis1133@gmail.com,女性,1938-10-16 12:00:00,五專,S,2008-12-16 12:00:00,74,60歲以上
1134,簡美慧,Sterling,sterling1134@gmail.com,女性,1938-12-5 12:00:00,五專,S,2007-2-12 12:00:00,74,60歲以上
1135,張宜芳,Raiden,raiden1135@gmail.com,女性,1948-12-14 12:00:00,五專,S,2007-3-3 12:00:00,64,60歲以上
1139,連喜文,Sergio,sergio1139@gmail.com,女性,1942-10-8 12:00:00,五專,S,2008-5-29 12:00:00,70,60歲以上
1140,曹志豪,Tatum,tatum1140@gmail.com,女性,1949-8-12 12:00:00,五專,S,2007-10-10 12:00:00,63,60歲以上
1174,吳與永,Cesar,cesar1174@gmail.com,女性,1947-8-29 12:00:00,五專,S,2008-7-7 12:00:00,65,60歲以上
1196,羊恭慧,Zyaire,zyaire1196@gmail.com,女性,1948-10-20 12:00:00,五專,S,2008-10-12 12:00:00,64,60歲以上
1197,郭寶明,Milan,milan1197@gmail.com,女性,1947-3-12 12:00:00,五專,S,2008-3-1 12:00:00,66,60歲以上
1198,張怡婷,Devin,devin1198@gmail.com,女性,1938-12-22 12:00:00,五專,S,2007-4-3 12:00:00,74,60歲以上
1199,楊法倫,Gianni,gianni1199@gmail.com,女性,1939-10-22 12:00:00,五專,S,2008-4-14 12:00:00,73,60歲以上
1200,韓宜芳,Kamari,kamari1200@gmail.com,女性,1942-1-10 12:00:00,五專,S,2008-8-21 12:00:00,71,60歲以上
1205,錢慧婷,Royce,royce1205@gmail.com,女性,1949-5-21 12:00:00,五專,S,2008-6-2 12:00:00,63,60歲以上
1232,黃雅芬,Malik,malik1232@gmail.com,女性,1934-11-15 12:00:00,五專,S,2007-10-28 12:00:00,78,60歲以上
1241,黃佳琪,Jared,jared1241@gmail.com,女性,1948-6-4 12:00:00,五專,S,2008-10-10 12:00:00,64,60歲以上
1242,楊雅芳,Franklin,franklin1242@gmail.com,女性,1949-9-2 12:00:00,五專,S,2008-8-24 12:00:00,63,60歲以上
1243,曹子水,Clark,clark1243@gmail.com,女性,1950-1-14 12:00:00,五專,S,2008-9-1 12:00:00,63,60歲以上
1244,陳雅如,Noel,noel1244@gmail.com,女性,1943-10-8 12:00:00,五專,S,2008-11-9 12:00:00,69,60歲以上
1246,吳欣旺,Marco,marco1246@gmail.com,女性,1945-7-24 12:00:00,五專,S,2008-1-29 12:00:00,67,60歲以上
1249,方雅雯,Archie,archie1249@gmail.com,女性,1943-3-2 12:00:00,五專,S,2008-3-14 12:00:00,70,60歲以上
1262,楊惟富,Apollo,apollo1262@gmail.com,女性,1948-8-5 12:00:00,五專,S,2006-5-27 12:00:00,64,60歲以上
1286,陳火彥,Pablo,pablo1286@gmail.com,女性,1950-3-13 12:00:00,五專,S,2006-6-28 12:00:00,63,60歲以上
1287,謝佳琪,Garrett,garrett1287@gmail.com,女性,1941-9-26 12:00:00,五專,S,2008-9-28 12:00:00,71,60歲以上
1290,陳君萱,Oakley,oakley1290@gmail.com,女性,1942-12-29 12:00:00,五專,S,2008-5-1 12:00:00,70,60歲以上
1307,曾歡季,Memphis,memphis1307@gmail.com,女性,1928-12-14 12:00:00,五專,S,2008-11-17 12:00:00,84,60歲以上
1324,賴千喜,Quinn,quinn1324@gmail.com,女性,1947-8-7 12:00:00,五專,S,2008-2-3 12:00:00,65,60歲以上
1330,杜歡維,Onyx,onyx1330@gmail.com,女性,1949-3-9 12:00:00,五專,S,2008-2-1 12:00:00,64,60歲以上
1331,曾樂春,Alijah,alijah1331@gmail.com,女性,1943-5-21 12:00:00,五專,S,2008-10-1 12:00:00,69,60歲以上
1334,劉怡婷,Baylor,baylor1334@gmail.com,女性,1947-5-16 12:00:00,五專,S,2008-12-9 12:00:00,65,60歲以上
1338,方瑞萱,Edgar,edgar1338@gmail.com,女性,1947-7-22 12:00:00,五專,S,2008-6-24 12:00:00,65,60歲以上
1340,林雅慧,Nehemiah,nehemiah1340@gmail.com,女性,1933-5-28 12:00:00,五專,S,2008-6-9 12:00:00,79,60歲以上
1350,張語陽,Winston,winston1350@gmail.com,女性,1949-6-7 12:00:00,五專,S,2008-3-1 12:00:00,63,60歲以上
1351,王俊豪,Major,major1351@gmail.com,女性,1936-7-21 12:00:00,五專,S,2008-2-17 12:00:00,76,60歲以上
1352,鄭新靖,Rhys,rhys1352@gmail.com,女性,1944-3-29 12:00:00,五專,S,2008-6-24 12:00:00,69,60歲以上
